vl_remun_media_nom,vl_remun_media_sm,vl_remun_dezembro_nom,vl_remun_dezembro_sm,qtd_hora_contr,vl_ultima_remuneracao_ano,vl_salario_contratual
1867.48,1.86,1834.44,1.83,33,1834.44,1834.44
1867.48,1.86,1834.44,1.83,33,1834.44,1834.44
3783.82,3.78,0.0,0.0,44,2550.63,35.0
1302.83,1.3,1302.83,1.3,44,955.41,11.7
1328.25,1.33,0.0,0.0,44,265.65,11.55
1195.49,1.19,0.0,0.0,44,1187.1,11.55
18028.01,18.06,2007.3,2.01,44,2007.3,2007.3
4015.28,4.02,4806.39,4.81,40,4806.39,2883.83
5582.37,5.59,5431.5,5.44,40,5431.5,38.25
1107.35,1.1,0.0,0.0,44,974.75,10.9
0.0,0.0,0.0,0.0,1,64.16,6.19
3234.47,3.23,3290.41,3.29,36,3290.41,2401.76
3290.41,3.29,3290.41,3.29,36,3290.41,2401.76
3190.15,3.19,3103.93,3.11,43,3103.93,11.62
3086.52,3.08,3198.32,3.2,44,3198.32,21.0
6447.54,6.45,6597.74,6.61,40,6597.74,4437.02
1326.06,1.32,1462.5,1.46,44,1462.5,1462.5
1524.63,1.52,1424.56,1.42,44,1424.56,1336.69
998.0,1.0,0.0,0.0,44,998.0,9.98
5002.6,5.01,4834.86,4.84,30,3062.08,4.62
1891.08,1.89,0.0,0.0,44,868.5,1861.07
1891.08,1.89,0.0,0.0,44,868.5,1861.07
2300.55,2.3,2243.36,2.24,44,2243.36,1828.34
1702.91,1.7,2049.49,2.05,42,2049.49,11.54
1155.08,1.15,1098.2,1.1,30,1098.2,1033.44
2942.0,2.94,2942.0,2.94,30,2942.0,28.0
4419.91,4.42,4457.44,4.46,40,4457.44,4457.44
1416.74,1.41,1435.63,1.43,44,1435.63,11.54
5199.45,5.2,5287.57,5.29,30,3348.8,4.62
5199.45,5.2,5287.57,5.29,30,3348.8,4.62
1130.2,1.12,1170.75,1.17,44,1170.75,1170.75
3159.13,3.15,2683.87,2.68,44,2683.87,23.39
2622.01,2.62,2639.1,2.64,34,2639.1,1180.55
3503.59,3.5,3483.84,3.49,40,3483.84,3483.84
1215.12,1.21,0.0,0.0,44,1165.41,9.98
1398.58,1.39,0.0,0.0,44,52.39,14.97
4173.94,4.17,0.0,0.0,36,4805.25,31.5
2967.87,2.96,2356.87,2.36,42,2356.87,2157.27
1937.49,1.93,0.0,0.0,40,1933.33,20.0
1099.5,1.09,0.0,0.0,36,1168.98,1102.81
1720.74,1.72,1631.87,1.63,44,1631.87,1215.17
1173.89,1.17,1147.7,1.15,44,1147.7,1147.7
1303.61,1.3,1303.61,1.3,36,1216.71,1267.12
0.0,0.0,0.0,0.0,44,,11.15
5719.89,5.73,5719.9,5.73,44,5719.9,5719.9
3020.29,3.02,3407.7,3.41,44,3407.7,3235.21
1706.84,1.71,0.0,0.0,44,1706.84,1706.84
1706.84,1.71,0.0,0.0,44,1706.84,1706.84
477.69,0.47,485.32,0.48,20,485.32,481.43
0.0,0.0,0.0,0.0,36,,10.08
0.0,0.0,0.0,0.0,36,,10.08
1271.25,1.27,1271.25,1.27,44,1186.5,1268.33
1563.0,1.56,0.0,0.0,44,1406.7,16.18
1971.0,1.97,0.0,0.0,44,1379.7,19.71
1614.23,1.61,1645.21,1.64,20,1645.21,1645.21
1106.97,1.1,1109.88,1.11,44,1109.88,9.98
0.0,0.0,0.0,0.0,44,,10.45
2937.71,2.94,2937.71,2.94,40,2937.71,2937.71
3076.17,3.07,3944.09,3.95,44,3944.09,2124.65
1356.18,1.35,0.0,0.0,44,658.24,1234.2
1440.24,1.43,0.0,0.0,44,1458.79,1306.47
0.0,0.0,0.0,0.0,44,,1484.17
1824.08,1.82,1770.0,1.77,44,1770.0,17.7
1824.08,1.82,1770.0,1.77,44,1770.0,17.7
1824.08,1.82,1770.0,1.77,44,1770.0,17.7
1077.1,1.07,1077.84,1.08,44,1077.84,1077.84
975.19,0.97,0.0,0.0,44,1244.03,1077.84
1118.25,1.11,0.0,0.0,44,1131.73,1077.84
1225.61,1.22,0.0,0.0,44,39.48,12.24
2435.0,2.43,2435.0,2.43,44,2435.0,2489.42
2103.7,2.1,2103.7,2.1,44,2103.7,2103.7
2627.76,2.63,3055.56,3.06,44,3055.56,27.5
2457.44,2.45,0.0,0.0,40,2145.0,21.45
1102.77,1.1,0.0,0.0,40,1180.87,5.44
1388.87,1.39,0.0,0.0,44,1388.87,1388.87
1427.77,1.42,0.0,0.0,44,1289.78,1163.52
1427.77,1.42,0.0,0.0,44,1289.78,1163.52
1427.77,1.42,0.0,0.0,44,1289.78,1163.52
1198.87,1.2,0.0,0.0,44,1198.87,1198.87
1198.86,1.2,1198.85,1.2,44,239.77,1198.87
0.0,0.0,0.0,0.0,44,,1198.87
1442.44,1.44,1495.47,1.49,44,1495.47,12.8
1442.44,1.44,1495.47,1.49,44,1495.47,12.8
1650.0,1.65,0.0,0.0,44,250.0,15.0
1650.0,1.65,0.0,0.0,44,250.0,15.0
8314.76,8.32,0.0,0.0,40,5867.05,5867.05
6017.49,6.02,6017.49,6.02,40,6017.49,4513.12
1341.0,1.34,0.0,0.0,44,1251.6,13.41
1367.66,1.36,1381.0,1.38,44,1381.0,13.81
1147.7,1.15,1147.7,1.15,44,1147.7,1147.7
1886.06,1.88,1754.16,1.75,40,1754.16,1818.73
2216.49,2.21,2240.93,2.24,44,2240.93,19.69
2197.74,2.19,2202.17,2.2,44,2202.17,1077.84
3050.01,3.05,0.0,0.0,15,4593.12,4.62
3600.48,3.6,3600.48,3.6,40,3600.48,3600.48
2403.89,2.4,2477.35,2.48,44,2477.35,1377.35
1002.83,1.0,1024.57,1.02,44,1024.57,1024.57
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
4634.39,4.64,4705.35,4.71,30,2980.06,4.62
1945.33,1.94,1925.83,1.92,44,1925.83,1888.07
4474.5,4.47,5053.93,5.06,36,5053.93,2891.97
2098.26,2.09,1855.53,1.85,44,1855.53,1775.68
2516.92,2.51,2370.91,2.37,40,2370.91,22.73
1768.67,1.76,0.0,0.0,44,1724.98,1259.86
7602.34,7.61,7619.41,7.63,40,7619.41,7419.81
7602.34,7.61,7619.41,7.63,40,7619.41,7419.81
7602.34,7.61,7619.41,7.63,40,7619.41,7419.81
7602.34,7.61,7619.41,7.63,40,7619.41,7419.81
4683.35,4.68,5632.92,5.64,30,3567.52,4.62
5820.53,5.83,0.0,0.0,30,239.2,4.62
3120.16,3.12,0.0,0.0,44,3079.34,2819.25
2845.24,2.84,2818.13,2.82,44,2818.13,2719.25
2112.0,2.11,0.0,0.0,44,588.8,22.08
3172.1,3.17,0.0,0.0,44,3172.1,2572.5
4295.21,4.3,0.0,0.0,44,4293.4,41.35
2234.37,2.23,2145.0,2.14,44,2145.0,21.45
1521.1,1.52,0.0,0.0,44,49.59,1537.39
1107.44,1.1,0.0,0.0,44,338.23,11.65
0.0,0.0,0.0,0.0,44,,6824.81
0.0,0.0,0.0,0.0,44,,2366.32
3925.63,3.93,0.0,0.0,44,4173.28,38.0
2041.32,2.04,2859.98,2.86,44,2859.98,2573.54
3000.97,3.0,2790.9,2.79,40,2790.9,13.29
1228.59,1.22,1343.94,1.34,42,1343.94,1267.12
1515.07,1.51,0.0,0.0,44,50.5,1515.15
1211.08,1.2,0.0,0.0,44,1206.88,1077.84
4734.2,4.74,4540.17,4.54,0,4540.17,31.09
4734.2,4.74,4540.17,4.54,0,4540.17,31.09
1608.62,1.6,1817.37,1.82,44,1817.37,15.3
1608.62,1.6,1817.37,1.82,44,1817.37,15.3
2458.41,2.46,2707.48,2.71,44,2707.48,1380.85
2083.56,2.08,0.0,0.0,40,2093.53,1610.41
1420.03,1.41,0.0,0.0,44,1390.95,11.11
1633.43,1.63,1695.13,1.69,44,1695.13,16.54
2296.72,2.29,2812.32,2.81,44,2812.32,21.45
2207.85,2.2,2406.39,2.41,40,2406.39,21.45
1417.9,1.41,1458.7,1.46,44,1458.7,1297.59
1417.9,1.41,1458.7,1.46,44,1458.7,1297.59
3363.89,3.36,3600.38,3.6,44,3600.38,1437.5
5521.53,5.53,5521.53,5.53,37,5521.53,5521.53
8675.77,8.68,0.0,0.0,44,2034.13,8717.71
5521.53,5.53,5521.53,5.53,37,5521.53,5521.53
8675.77,8.68,0.0,0.0,44,2034.13,8717.71
1474.52,1.47,0.0,0.0,44,1210.7,10.99
1145.18,1.14,1255.82,1.25,44,1255.82,9.98
4043.56,4.04,3977.0,3.98,40,3977.0,39.77
1393.8,1.39,1363.5,1.36,44,1363.5,1363.5
1393.8,1.39,1363.5,1.36,44,1363.5,1363.5
1263.32,1.26,1331.85,1.33,44,1331.85,1318.66
656.26,0.65,0.0,0.0,10,328.13,562.5
2436.71,2.43,2331.09,2.33,30,1476.36,4.62
2436.71,2.43,2331.09,2.33,30,1476.36,4.62
2074.97,2.07,0.0,0.0,44,1769.47,21.48
1797.53,1.79,0.0,0.0,44,1770.0,17.7
1198.39,1.19,1207.5,1.2,44,1207.5,1207.5
1098.0,1.1,0.0,0.0,44,146.4,10.98
334.54,0.33,0.0,0.0,30,0.16,15.5
1197.6,1.2,0.0,0.0,44,1996.0,9.98
1877.66,1.88,0.0,0.0,40,62.59,1877.66
2751.02,2.75,2799.54,2.8,44,2799.54,2799.54
1375.09,1.37,1767.45,1.77,44,1767.45,10.25
1375.09,1.37,1767.45,1.77,44,1767.45,10.25
1752.86,1.75,0.0,0.0,44,1374.57,18.0
1999.27,1.99,2152.5,2.15,44,2152.5,1832.68
1448.36,1.44,0.0,0.0,44,41.74,1449.76
1514.52,1.51,1528.03,1.53,24,1528.03,1526.5
1100.0,1.1,1100.0,1.1,44,1100.0,11.0
999.94,0.99,1018.35,1.02,36,1018.35,1018.35
1030.0,1.03,1040.0,1.04,44,1040.0,10.4
1267.12,1.26,1267.12,1.26,36,1267.12,1267.12
1305.4,1.3,0.0,0.0,40,193.39,1450.46
2620.88,2.62,2885.19,2.89,44,2885.19,0.0
1243.0,1.24,0.0,0.0,44,1035.84,0.0
1968.69,1.96,2204.06,2.2,44,2204.06,10.78
1165.5,1.16,1134.0,1.13,44,1134.0,10.8
1993.5,1.99,2117.84,2.12,40,2117.84,1333.52
995.22,0.99,998.0,1.0,24,998.0,9.98
1363.58,1.36,1688.76,1.69,44,1688.76,1226.32
1793.69,1.79,0.0,0.0,44,333.35,13.85
2003.27,2.0,2000.0,2.0,44,2000.0,20.0
6137.66,6.14,6847.22,6.86,6,6847.22,0.01
6137.66,6.14,6847.22,6.86,6,6847.22,0.01
0.0,0.0,0.0,0.0,30,,29.55
3082.03,3.08,0.0,0.0,40,3384.47,24.74
1690.94,1.69,0.0,0.0,44,2148.03,1233.86
1690.94,1.69,0.0,0.0,44,2148.03,1233.86
1449.69,1.45,0.0,0.0,44,591.32,1182.63
1112.56,1.11,0.0,0.0,44,71.94,11.15
1213.22,1.2,1226.45,1.22,44,1226.45,11.15
1213.22,1.2,1226.45,1.22,44,1226.45,11.15
2070.22,2.07,2027.09,2.03,44,2027.09,1876.93
4180.66,4.18,0.0,0.0,40,4180.66,4180.66
5154.69,5.16,5901.97,5.91,30,3737.92,4.62
3930.5,3.93,3929.56,3.93,40,3929.56,24.74
3563.72,3.56,0.0,0.0,40,3535.2,24.74
5043.16,5.04,5765.68,5.77,44,5765.68,34.63
1283.57,1.28,0.0,0.0,44,1219.94,10.73
1195.13,1.19,1170.45,1.17,44,1170.45,1184.45
2298.8,2.3,2298.8,2.3,40,2298.8,2298.8
0.0,0.0,0.0,0.0,44,,2186.84
3808.65,3.81,3808.66,3.81,40,3808.66,1364.08
1075.26,1.07,679.35,0.68,44,679.35,11.7
0.0,0.0,0.0,0.0,44,,11.84
1403.22,1.4,0.0,0.0,44,969.97,1152.23
1527.23,1.53,1527.23,1.53,44,1476.33,1342.12
1527.23,1.53,1527.23,1.53,44,1476.33,1342.12
1950.73,1.95,1469.31,1.47,44,1469.31,1287.82
0.0,0.0,0.0,0.0,20,,39.92
1952.88,1.95,1807.93,1.81,44,1807.93,1774.92
2142.51,2.13,2058.71,2.06,44,2058.71,20.62
1779.63,1.77,1879.96,1.88,44,1879.96,1776.56
8663.65,8.68,8483.0,8.5,44,8483.0,84.83
1398.2,1.4,0.0,0.0,44,941.62,1228.2
1513.69,1.51,1483.2,1.48,44,1483.2,10.68
1251.22,1.25,0.0,0.0,6,740.8,28.4
4595.67,4.6,4834.86,4.84,30,3062.08,4.62
1310.06,1.3,1160.24,1.16,37,1160.24,1229.58
1764.45,1.76,0.0,0.0,44,1859.05,1838.61
1770.0,1.77,1770.0,1.77,44,59.0,17.7
1683.72,1.68,0.0,0.0,44,685.16,17.7
2607.51,2.6,2535.39,2.54,16,2535.39,13.86
2607.51,2.6,2535.39,2.54,16,2535.39,13.86
1202.82,1.2,1273.93,1.27,44,1273.93,1077.84
1890.29,1.89,0.0,0.0,44,1095.37,1077.84
485.88,0.48,0.0,0.0,18,469.13,448.47
1267.12,1.26,1267.12,1.26,40,1267.12,1267.12
447.14,0.44,0.0,0.0,40,496.55,469.13
2397.8,2.39,2590.1,2.59,30,1640.4,4.62
2397.8,2.39,2590.1,2.59,30,1640.4,4.62
1207.38,1.2,1268.93,1.27,44,1268.93,11.0
1372.21,1.37,0.0,0.0,44,1126.67,13.0
2830.35,2.83,3058.01,3.06,30,3058.01,2632.23
1468.02,1.46,0.0,0.0,44,439.81,9.98
1491.51,1.48,1520.53,1.52,44,1520.53,1169.64
9231.5,9.25,8982.0,9.0,0,8982.0,85.86
830.78,0.82,867.51,0.86,30,867.51,826.2
830.78,0.82,867.51,0.86,30,867.51,826.2
481.47,0.47,0.0,0.0,1,64.16,6.19
0.0,0.0,0.0,0.0,44,,1198.87
370.94,0.37,0.0,0.0,1,333.85,6.25
1021.69,1.02,996.77,0.99,40,465.16,10.3
1658.98,1.65,1429.73,1.43,44,1429.73,1027.98
2000.0,2.0,2000.0,2.0,44,2000.0,25.0
1567.27,1.56,1607.18,1.61,44,1607.18,13.2
2768.9,2.77,0.0,0.0,40,2720.99,9.06
2050.37,2.05,2050.38,2.05,44,2050.38,2050.38
2259.01,2.25,0.0,0.0,36,2402.97,2223.03
1237.17,1.23,0.0,0.0,40,1237.17,1037.57
1235.84,1.23,1237.17,1.23,42,1237.17,1037.57
1738.77,1.73,1718.68,1.72,40,1718.68,1718.68
4898.21,4.9,4154.68,4.16,44,4154.68,3713.87
2450.42,2.45,2475.64,2.48,44,2475.64,1995.81
5734.45,5.74,0.0,0.0,40,5734.45,5734.45
8534.01,8.54,8483.0,8.5,40,8483.0,84.83
5734.45,5.74,0.0,0.0,40,5734.45,5734.45
8534.01,8.54,8483.0,8.5,40,8483.0,84.83
1098.83,1.09,806.67,0.8,44,806.67,11.0
1082.32,1.08,0.0,0.0,44,1443.1,1494.62
1625.62,1.62,1681.67,1.68,44,1681.67,1209.84
1625.62,1.62,1681.67,1.68,44,1681.67,1209.84
3482.96,3.48,4518.44,4.52,40,4518.44,26.27
1365.14,1.36,0.0,0.0,40,773.58,1450.46
1339.5,1.34,1749.55,1.75,36,1749.55,1136.08
1367.33,1.36,1399.62,1.4,44,1399.62,11.55
1478.76,1.48,0.0,0.0,44,1478.76,1137.51
1603.48,1.6,0.0,0.0,44,1603.49,1603.49
2092.4,2.09,0.0,0.0,44,2092.4,2092.4
2074.06,2.07,2346.37,2.35,44,2346.37,1654.11
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
0.0,0.0,0.0,0.0,36,,1267.12
1202.5,1.2,0.0,0.0,36,1221.9,1221.9
0.0,0.0,0.0,0.0,44,,18.63
2708.63,2.7,2707.27,2.71,44,2707.27,1956.15
0.0,0.0,0.0,0.0,44,,18.63
2708.63,2.7,2707.27,2.71,44,2707.27,1956.15
1134.99,1.13,1510.0,1.51,44,1510.0,10.1
1527.43,1.52,1538.96,1.54,44,1538.96,1186.46
1483.18,1.48,0.0,0.0,44,1480.72,1140.83
1413.84,1.41,1529.39,1.53,44,1529.39,1456.56
2130.43,2.13,2266.42,2.27,44,2266.42,14.49
1096.64,1.09,1173.5,1.17,44,1173.5,9.98
1497.09,1.49,0.0,0.0,44,1054.35,14.0
1216.79,1.21,1109.2,1.11,44,1109.2,1250.98
1891.76,1.88,0.0,0.0,32,1381.77,1381.77
1311.78,1.3,1184.45,1.18,44,1184.45,1060.45
1988.71,1.98,0.0,0.0,44,2349.05,16.6
1300.0,1.3,1300.0,1.3,44,1300.0,13.0
2261.05,2.26,0.0,0.0,44,2261.05,1393.75
1115.0,1.11,0.0,0.0,44,557.5,11.15
1286.41,1.28,0.0,0.0,44,1289.06,1227.68
4965.26,4.97,4733.88,4.74,40,4733.88,4733.88
1597.09,1.59,1521.32,1.52,44,1521.32,1573.78
2538.02,2.53,2832.93,2.83,40,2832.93,18.16
934.15,0.93,0.0,0.0,44,375.43,10.04
1087.5,1.08,0.0,0.0,44,1050.0,10.5
1387.5,1.39,1387.5,1.39,40,1387.5,1387.5
2701.46,2.7,2701.46,2.7,40,2701.46,2701.46
2229.72,2.22,0.0,0.0,44,2673.8,1437.46
1104.44,1.1,1106.83,1.1,44,1106.83,10.9
1904.4,1.9,0.0,0.0,44,1278.19,13.3
997.99,0.99,997.98,0.99,44,166.33,9.98
1055.74,1.04,0.0,0.0,44,1057.68,1057.68
1057.68,1.05,1057.68,1.05,44,1057.68,1057.68
3409.98,3.41,2743.36,2.74,24,2743.36,3965.5
3409.98,3.41,2743.36,2.74,24,2743.36,3965.5
1219.34,1.21,1302.08,1.3,44,1302.08,1077.84
1219.34,1.21,1302.08,1.3,44,1302.08,1077.84
2464.95,2.46,1511.5,1.51,40,1511.5,2603.14
2280.44,2.28,0.0,0.0,36,2280.44,20.3
1887.7,1.88,2311.89,2.31,30,2311.89,2063.93
1453.72,1.45,0.0,0.0,44,1009.3,0.0
2403.37,2.4,2532.79,2.53,27,2532.79,2288.07
1393.01,1.39,1720.42,1.72,20,1720.42,14.81
0.0,0.0,0.0,0.0,44,,1058.59
3388.95,3.39,3184.77,3.19,40,3184.77,3555.62
3388.95,3.39,3184.77,3.19,40,3184.77,3555.62
3388.95,3.39,3184.77,3.19,40,3184.77,3555.62
3388.95,3.39,3184.77,3.19,40,3184.77,3555.62
1950.9,1.95,1846.3,1.85,44,1846.3,1778.16
4120.69,4.12,0.0,0.0,44,3987.41,3871.28
2251.52,2.25,2251.52,2.25,30,2251.52,2251.52
1467.74,1.46,1770.98,1.77,40,1770.98,1467.75
1529.65,1.53,0.0,0.0,40,1439.69,1439.69
1396.08,1.39,1382.93,1.38,44,1382.93,1382.3
6863.81,6.87,8270.77,8.28,40,8270.77,3422.42
0.0,0.0,0.0,0.0,40,,1263.46
5685.55,5.69,0.0,0.0,40,5685.55,5685.55
6863.81,6.87,8270.77,8.28,40,8270.77,3422.42
0.0,0.0,0.0,0.0,40,,1263.46
5685.55,5.69,0.0,0.0,40,5685.55,5685.55
6863.81,6.87,8270.77,8.28,40,8270.77,3422.42
0.0,0.0,0.0,0.0,40,,1263.46
5685.55,5.69,0.0,0.0,40,5685.55,5685.55
1482.75,1.48,0.0,0.0,42,1402.47,9.9
2083.43,2.08,2105.33,2.1,44,2105.33,2105.33
1207.96,1.2,0.0,0.0,44,1152.9,10.98
4561.87,4.56,0.0,0.0,30,3499.52,4.62
1423.43,1.42,0.0,0.0,30,1424.46,1424.46
1424.46,1.42,1424.46,1.42,30,1424.46,1424.46
2466.14,2.46,2315.79,2.32,40,2315.79,1378.45
403.26,0.39,0.0,0.0,1,256.75,6.19
1391.0,1.39,1300.0,1.3,44,1300.0,13.0
1158.37,1.15,1133.0,1.13,44,1133.0,11.33
0.0,0.0,0.0,0.0,44,,1949.9
0.0,0.0,0.0,0.0,44,,1949.9
1593.07,1.59,1574.1,1.57,44,1574.1,1574.1
3322.08,3.32,3546.15,3.55,44,3546.15,3157.28
4356.68,4.36,8309.05,8.32,30,5262.4,4.62
4356.68,4.36,8309.05,8.32,30,5262.4,4.62
1477.78,1.47,0.0,0.0,36,1477.78,980.46
2704.69,2.7,2636.65,2.64,42,2636.65,2636.65
1294.76,1.29,1294.76,1.29,44,647.38,5.52
1662.57,1.66,0.0,0.0,42,1533.97,6.9
1366.59,1.36,0.0,0.0,43,1481.11,5.38
4798.17,4.8,0.0,0.0,30,3198.78,4.62
1079.82,1.07,980.62,0.98,40,980.62,1308.62
1547.32,1.54,1668.8,1.67,44,1668.8,11.54
1547.32,1.54,1668.8,1.67,44,1668.8,11.54
670.64,0.66,0.0,0.0,44,642.35,5.04
719.4,0.72,0.0,0.0,44,71.94,11.15
1267.11,1.26,1267.12,1.26,35,1267.12,1267.12
1558.86,1.55,1531.14,1.53,44,1531.14,1124.45
0.0,0.0,0.0,0.0,0,,65.27
3144.17,3.14,4402.57,4.41,40,4402.57,3301.93
3144.17,3.14,4402.57,4.41,40,4402.57,3301.93
1300.0,1.3,0.0,0.0,44,1300.0,13.0
1267.11,1.26,0.0,0.0,36,422.37,1267.12
0.0,0.0,0.0,0.0,44,,20.0
1362.68,1.36,0.0,0.0,44,1271.84,11.84
1219.08,1.21,649.29,0.65,44,649.29,11.84
1666.2,1.66,0.0,0.0,37,1608.75,1608.75
1883.63,1.88,1849.51,1.85,40,1849.51,1821.49
1173.87,1.17,0.0,0.0,36,1165.0,11.65
2737.39,2.73,2312.19,2.31,44,2312.19,18.0
1200.0,1.2,1200.0,1.2,44,1200.0,12.0
1937.42,1.93,0.0,0.0,44,1253.63,1709.5
2533.66,2.53,0.0,0.0,44,1974.72,20.57
998.16,1.0,998.0,1.0,44,998.0,10.0
1096.91,1.09,1058.38,1.06,36,1058.38,1037.63
1828.91,1.82,1890.17,1.89,44,1890.17,1067.53
1828.91,1.82,1890.17,1.89,44,1890.17,1067.53
1828.91,1.82,1890.17,1.89,44,1890.17,1067.53
3987.58,3.99,4559.45,4.56,40,4559.45,3730.62
1106.11,1.1,0.0,0.0,40,998.0,9.98
997.99,0.99,0.0,0.0,40,166.33,9.98
1002.55,1.0,0.0,0.0,36,634.95,1005.58
1131.45,1.12,1227.18,1.22,36,1227.18,1005.58
3153.61,3.15,3388.83,3.39,40,3388.83,3388.83
6872.35,6.88,6955.6,6.96,40,6955.6,6955.6
1612.96,1.61,0.0,0.0,44,1614.8,1614.8
1285.4,1.28,1305.88,1.3,44,1305.88,1184.45
1285.4,1.28,1305.88,1.3,44,1305.88,1184.45
1285.4,1.28,1305.88,1.3,44,1305.88,1184.45
1285.4,1.28,1305.88,1.3,44,1305.88,1184.45
1220.09,1.22,0.0,0.0,44,1230.0,1208.7
1254.92,1.24,1267.12,1.26,30,1267.12,1267.12
1254.92,1.24,1267.12,1.26,30,1267.12,1267.12
1125.97,1.12,1302.1,1.3,44,1302.1,1077.84
3562.89,3.57,0.0,0.0,44,3562.89,1868.23
1604.03,1.6,1462.5,1.46,44,1462.5,1462.5
0.0,0.0,0.0,0.0,44,,0.0
2131.4,2.13,2162.4,2.16,44,2162.4,20.4
2212.8,2.21,2426.29,2.43,44,2426.29,9.98
3655.83,3.65,3495.24,3.5,44,3495.24,21.0
2011.42,2.01,2389.71,2.39,44,2389.71,1366.07
1888.76,1.89,1938.58,1.94,36,1938.58,17.51
1178.03,1.17,0.0,0.0,44,395.26,1129.31
2138.82,2.13,2214.05,2.21,44,2214.05,1332.7
1365.04,1.36,0.0,0.0,44,829.94,1147.29
2266.57,2.26,2058.06,2.06,44,2058.06,1696.2
1248.14,1.24,515.16,0.51,40,515.16,1030.32
1819.91,1.81,0.0,0.0,44,2019.57,1453.54
1993.15,1.99,0.0,0.0,44,1993.15,1453.54
9132.78,9.14,1871.76,1.87,44,1871.76,1453.54
796.98,0.79,519.44,0.52,1,519.44,0.14
15698.32,15.72,0.0,0.0,40,15698.32,15698.32
3958.03,3.96,3782.35,3.78,44,3782.35,25.0
2677.9,2.67,2500.0,2.5,44,2500.0,25.0
2270.66,2.27,2666.67,2.67,44,2666.67,25.0
991.44,0.99,0.0,0.0,44,521.73,1077.84
933.26,0.93,933.26,0.93,44,591.07,1077.84
1692.83,1.69,2381.0,2.38,44,2381.0,23.81
1646.76,1.65,1646.76,1.65,44,1646.76,1372.3
3649.5,3.65,0.0,0.0,40,3388.83,3388.83
1224.27,1.22,0.0,0.0,44,1229.02,1142.49
17717.13,17.74,0.0,0.0,40,1720.11,1849.12
2848.32,2.84,3069.16,3.07,44,3069.16,2557.63
1142.39,1.14,960.35,0.96,44,960.35,1077.84
4497.39,4.5,0.0,0.0,40,4289.18,4284.8
1420.17,1.42,0.0,0.0,40,1440.34,1437.46
1236.85,1.23,1275.41,1.27,44,1275.41,1275.41
0.0,0.0,0.0,0.0,44,,11.7
0.0,0.0,0.0,0.0,44,,11.15
0.0,0.0,0.0,0.0,44,,11.7
0.0,0.0,0.0,0.0,44,,11.15
0.0,0.0,0.0,0.0,44,,11.7
0.0,0.0,0.0,0.0,44,,11.15
2500.0,2.5,2500.0,2.5,44,2500.0,25.0
2792.01,2.79,0.0,0.0,44,73.33,22.0
2835.53,2.83,3410.93,3.41,24,3410.93,2640.56
2266.45,2.26,2684.16,2.68,44,2684.16,2484.56
1076.9,1.07,1104.4,1.1,44,1104.4,1104.4
970.34,0.96,1070.72,1.07,40,1070.72,1070.72
2200.23,2.2,0.0,0.0,40,1942.85,2241.75
2200.23,2.2,0.0,0.0,40,1942.85,2241.75
1469.92,1.46,1503.08,1.5,44,1503.08,1172.22
1403.5,1.4,1503.08,1.5,44,1503.08,1172.22
1469.92,1.46,1503.08,1.5,44,1503.08,1172.22
1403.5,1.4,1503.08,1.5,44,1503.08,1172.22
1167.83,1.16,1170.75,1.17,44,1170.75,1170.75
1746.71,1.74,1466.74,1.46,44,1466.74,13.77
1746.71,1.74,1466.74,1.46,44,1466.74,13.77
1080.02,1.08,0.0,0.0,44,664.9,1107.07
1385.82,1.38,0.0,0.0,44,1300.26,1050.79
1627.06,1.62,1903.18,1.9,44,1903.18,1077.84
1460.85,1.45,1476.33,1.47,44,1476.33,1342.12
1476.33,1.47,1476.33,1.47,44,1476.33,1342.12
1500.0,1.5,1500.0,1.5,44,50.0,15.0
1500.0,1.5,1500.0,1.5,44,50.0,15.0
1585.63,1.58,1600.0,1.6,44,1600.0,16.0
1585.63,1.58,1600.0,1.6,44,1600.0,16.0
1472.12,1.47,1474.41,1.47,44,1474.41,11.7
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
4754.28,4.76,4834.86,4.84,30,3062.08,4.62
3286.94,3.28,2988.15,2.99,44,2988.15,10.25
997.99,0.99,0.0,0.0,36,665.33,9.98
5393.53,5.4,5287.57,5.29,15,3348.8,4.62
5393.53,5.4,5287.57,5.29,15,3348.8,4.62
1314.22,1.31,1291.72,1.29,44,1291.72,12.0
1787.61,1.78,2104.12,2.1,40,2104.12,1962.23
2944.78,2.94,5031.75,5.04,44,5031.75,1603.7
2394.24,2.39,2394.24,2.39,40,2394.24,2394.24
1346.08,1.34,1346.08,1.34,30,673.04,1346.07
998.0,1.0,0.0,0.0,36,898.2,9.98
1501.49,1.49,1404.01,1.4,24,1404.01,12.28
1187.68,1.18,1124.97,1.12,44,1124.97,10.46
1744.32,1.74,1744.32,1.74,44,1744.32,15.79
1784.55,1.78,0.0,0.0,44,1767.83,15.4
1806.47,1.8,0.0,0.0,44,1685.62,14.81
1093.18,1.09,1105.43,1.1,36,1105.43,1102.81
1501.05,1.5,1501.05,1.5,44,1000.7,1216.54
2012.93,2.01,2095.81,2.1,40,2095.81,2027.77
2057.04,2.05,1980.0,1.98,44,1980.0,19.8
1259.45,1.25,1438.96,1.44,34,1438.96,1071.82
1077.87,1.07,1051.35,1.05,44,1051.35,10.61
